"BookID","CategoryID"
"461","81834"
"462","50204"
"463","92263"
"464","46104"
"465","100544"
"466","53548"
"466","68973"
"467","23648"
"467","97233"
"468","98857"
"469","96734"
"470","40556"
"470","7725"
"471","55139"
"471","5930"
"472","13243"
"473","71415"
"473","60584"
"474","9224"
"474","60213"
"475","75622"
"475","46864"
"476","41923"
"477","98908"
"478","37653"
"478","94679"
"479","102375"
"480","36247"
"481","75505"
"481","101718"
"482","12710"
"482","69307"
"483","57415"
"484","55654"
"485","89616"
"486","37095"
"487","79537"
"487","70470"
"488","43969"
"489","15812"
"489","36535"
"490","23845"
"490","14373"
"491","48341"
"491","33242"
"492","64643"
"492","48775"
"493","99572"
"493","56929"
"494","81053"
"495","7608"
"495","104375"
"496","24591"
"497","91845"
"497","103128"
"498","100603"
"498","16172"
"499","20921"
"500","81590"
"501","58093"
"501","92516"
"502","84731"
"502","1708"
"503","53285"
"503","77481"
"504","43180"
"505","91180"
"506","38344"
"507","22086"
"507","35787"
"508","86562"
"509","80863"
"509","18232"
"510","58745"
"511","46963"
"511","3970"
"512","24558"
"512","66566"
"513","79297"
"513","35132"
"514","52617"
"514","68245"
"515","17519"
"515","9104"
"516","30750"
"516","36213"
"517","12395"
"517","88632"
"518","50377"
"518","30469"
"519","19620"
"519","5613"
"520","530"
"521","55956"
"521","37125"
"522","61658"
"522","34333"
"523","42410"
"524","61756"
"524","508"
"525","75635"
"525","82279"
"526","87632"
"526","9586"
"527","104540"
"528","81704"
"529","37779"
"529","63784"
"530","106775"
"531","55819"
"531","40932"
"532","88822"
"532","96667"
"533","86412"
"534","74737"
"535","57651"
"536","103291"
"536","52897"
"537","83617"
"537","84831"
"538","52014"
"539","107440"
"539","24740"
"540","29907"
"540","12261"
"541","76427"
"542","100834"
"543","79384"
"544","86412"
"545","71806"
"545","75523"
"546","81884"
"546","41694"
"547","59935"
"548","20036"
"548","78263"
"549","20930"
"549","82869"
"550","44121"
"550","58415"
"551","60764"
"552","56591"
"552","103025"
"553","53018"
"553","89164"
"554","14966"
"554","58421"
"555","77552"
"556","77596"
"556","95928"
"557","105994"
"558","62648"
"559","6522"
"559","935"
"560","73188"
"561","96601"
"562","16681"
"563","96404"
"563","63823"
"564","68291"
"564","29870"
"565","29902"
"566","39275"
"567","57266"
"567","7010"
"568","29786"
"569","53589"
"570","62966"
"571","74645"
"571","100335"
"572","103015"
"572","78898"
"573","37306"
"574","91218"
"575","4606"
"575","104199"
"576","22673"
"576","18929"
"577","108993"
"577","104127"
"578","6543"
"578","6575"
"579","78262"
"580","84885"
"580","61156"
"581","76418"
"582","17740"
"582","47944"
"583","18111"
"584","28335"
"584","3944"
"585","55073"
"586","89560"
"587","14287"
"587","26326"
"588","40651"
"588","6667"
"589","79694"
"589","49463"
"590","81977"
"590","75913"
"591","94067"
"592","89958"
"592","65691"
"593","41861"
"594","87052"
"595","82566"
"596","29473"
"597","81407"
"598","43242"
"599","3972"
"599","16447"
"600","44781"
"601","56293"
"601","26656"
"602","7740"
"603","62521"
"604","62695"
"604","103983"
"605","52373"
"605","40503"
"606","44768"
"607","80606"
"607","32620"
"608","17321"
"609","23821"
"609","67954"
"610","58047"
"611","3369"
"611","18559"
"612","25365"
"612","91386"
"613","38965"
"613","88839"
"614","94284"
"614","2529"
"615","3365"
"616","62229"
"616","10903"
"617","87410"
"617","24712"
"618","5322"
"618","20921"
"619","77829"
"619","29541"
"620","21711"
"621","3862"
"621","38415"
"622","98425"
"622","74786"
"623","99079"
"623","91007"
"624","44141"
"624","21199"
"625","55961"
"626","86367"
"627","36418"
"627","108181"
"628","68709"
"628","9406"
"629","77226"
"630","52490"
"631","646"
"631","88148"
"632","63673"
"632","89112"
"633","104196"
"634","56832"
"634","22041"
"635","19824"
"636","46834"
"636","45561"
"637","28358"
"637","34567"
"638","11548"
"639","67915"
"639","1632"
"640","86697"
"640","31625"
"641","38870"
"642","67712"
"643","344"
"643","92098"
"644","74564"
"644","103431"
"645","100272"
"645","20918"
"646","100195"
"646","28581"
"647","30539"
"647","12309"
"648","37878"
"649","17944"
"649","33646"
"650","43822"
"651","67940"
"651","41608"
"652","64013"
"652","19812"
"653","36203"
"654","86793"
"655","18263"
"655","74309"
"656","92536"
"657","43468"
"658","91393"
"659","109844"
"660","47510"
"660","61122"
"661","92818"
"662","39672"
"662","59698"
"663","55627"
"663","86454"
"664","22711"
"665","109935"
"666","45895"
"666","20916"
"667","36962"
"668","9659"
"669","89256"
"669","72982"
"670","53419"
"670","27551"
"671","98137"
"671","48892"
"672","50349"
"672","9927"
"673","83031"
"673","108245"
"674","75230"
"674","83151"
"675","3534"
"675","99034"
"676","66807"
"677","54584"
"678","28170"
"678","41124"
"679","59297"
"680","103170"
"681","97413"
"682","16706"
"682","2720"
"683","101876"
"684","47480"
"684","22462"
"685","30786"
"685","98713"
"686","70901"
"687","108901"
"688","76371"
"689","88224"
"689","18934"
"690","7762"
"690","77431"
"691","36465"
"692","64988"
"693","42906"
"694","74508"
"695","60962"
"696","63252"
"697","17173"
"697","18387"
"698","59945"
"698","25033"
"699","8286"
"699","34679"
"700","103418"
"701","21619"
"701","71367"
"702","48282"
"702","18525"
"703","72283"
"704","59963"
"704","75544"
"705","27337"
"706","88713"
"707","31175"
"708","49397"
"709","73971"
"709","105625"
"710","60233"
"710","56660"
"711","65988"
"712","49522"
"713","12049"
"714","22443"
"715","81590"
"716","11527"
"717","27560"
"717","94477"
"718","32617"
"719","27858"
"719","28814"
"720","108404"
"721","86629"
"721","40098"
"722","30899"
"723","65191"
"724","92108"
"725","11417"
"726","79337"
"727","39141"
"727","27805"
"728","22656"
"729","29872"
"729","31307"
"730","52818"
"730","33724"
"731","32882"
"732","55320"
"733","92052"
"734","77006"
"735","26220"
"735","18067"
"736","15781"
"737","4945"
"738","63839"
"738","49491"
"739","84834"
"740","25134"
"741","28118"
"741","108578"
"742","28586"
"742","64350"
"743","101824"
"744","101412"
"745","54910"
"746","19941"
"746","49969"
"747","66390"
"748","15383"
"749","72517"
"749","97692"
"750","31475"
"750","36381"
"751","15901"
"752","37979"
"752","4340"
"753","393"
"754","43686"
"755","69803"
"756","14810"
"757","25271"
"758","102793"
"758","50689"
"759","28511"
"760","37638"
"761","57682"
"761","77002"
"762","2587"
"762","184"
"763","63010"
"763","31988"
"764","31960"
"765","73826"
"766","75867"
"766","51746"
"767","105629"
"768","42660"
"769","47805"
"770","97482"
"771","27924"
"771","61706"
"772","65937"
"772","33516"
"773","94754"
"774","58315"
"775","30691"
"776","50624"
"777","104679"
"777","12705"
"778","103118"
"779","17333"
"779","48955"
"780","65757"
"780","25687"
"781","69376"
"782","26927"
"782","4622"
"783","20662"
"784","1249"
"785","97712"
"786","19592"
"786","18201"
"787","4604"
"788","92230"
"789","105935"
"789","90994"
"790","75475"
"791","52239"
"792","83722"
"792","31173"
"793","27029"
"794","5530"
"794","12476"
"795","73301"
"796","4154"
"796","74071"
"797","90912"
"798","15617"
"799","40770"
"799","77965"
"800","90023"
"800","4009"
"801","80762"
"801","86235"
"802","109074"
"803","21244"
"803","30256"
"804","7565"
"805","83185"
"805","8309"
"806","104920"
"806","80591"
"807","88131"
"807","14669"
"808","60537"
"809","27860"
"809","52688"
"810","50448"
"811","8568"
"811","45701"
"812","25415"
"813","52745"
"813","84502"
"814","51600"
"814","53883"
"815","7078"
"816","34270"
"817","81570"
"817","104847"
"818","102820"
"819","51508"
"819","80868"
"820","100436"
"820","93438"
"821","2067"
"822","61344"
"822","33839"
"823","9125"
"824","49733"
"825","25801"
"825","3435"
"826","83284"
"826","81519"
"827","86995"
"827","28825"
"828","69473"
"828","58552"
"829","101819"
"830","66693"
"831","52992"
"832","30850"
"833","27636"
"834","39818"
"834","106782"
"835","48870"
"835","38219"
"836","71157"
"836","47248"
"837","66626"
"837","22847"
"838","40107"
"838","62893"
"839","25167"
"840","75542"
"841","99817"
"842","24988"
"842","32712"
"843","41633"
"843","82037"
"844","33566"
"844","25946"
"845","53025"
"845","27102"
"846","68701"
"847","30335"
"848","96622"
"849","59505"
"849","99238"
"850","82540"
"851","4066"
"852","56618"
"852","106332"
"853","77653"
"853","75240"
"854","47666"
"854","74878"
"855","30257"
"856","45793"
"856","79970"
"857","1993"
"857","55086"
"858","52497"
"859","77860"
"859","109251"
"860","53607"
"861","80864"
"862","20555"
"863","61546"
"864","6815"
"864","35089"
"865","13917"
"865","105066"
"866","27478"
"866","19883"
"867","78740"
"868","91573"
"869","107799"
"870","63724"
"870","12644"
"871","31249"
"871","10757"
"872","33420"
"872","106931"
"873","96770"
"874","79997"
"874","78173"
"875","97809"
"876","61255"
"876","95520"
"877","108518"
"877","64631"
"878","2853"
"879","1387"
"880","29474"
"880","93685"
"881","65485"
"881","64367"
"882","95243"
"882","81177"
"883","68273"
"884","47004"
"884","66904"
"885","102922"
"886","24990"
"887","11022"
"888","99274"
"889","52939"
"889","11001"
"890","87267"
"890","77377"
"891","102108"
"891","31953"
"892","23227"
"892","71857"
"893","10608"
"894","1444"
"895","67808"
"895","71733"
"896","103787"
"897","76201"
"897","97026"
"898","89539"
"898","16658"
"899","68852"
"899","94051"
"900","57997"
"901","5822"
"901","23270"
"902","32863"
"903","41974"
"904","21612"
"905","33262"
"905","102480"
"906","17203"
"906","7493"
"907","96832"
"908","85639"
"908","37010"
"909","72346"
"910","11721"
"910","72444"
"911","94698"
"911","28523"
"912","102174"
"913","76192"
"914","50045"
"915","84056"
"916","38885"
"917","85629"
"918","35972"
"918","63080"
"919","67287"
"919","105542"
"920","17554"
"921","96146"
"921","103817"
"922","25272"
"922","79580"
"923","92382"
"923","11705"
"924","99595"
"925","108078"
"926","81531"
"927","108532"
"928","65843"
"928","9275"
"929","31982"
"929","13550"
"930","92199"
"931","76095"
"932","18705"
"933","119"
"933","104550"
"934","85025"
"935","28513"
"935","24981"
"936","2905"
"936","59872"
"937","52965"
"938","78891"
"938","109799"
"939","43702"
"939","62404"
"940","107395"
"940","16136"
"941","72588"
"941","106970"
"942","78933"
"943","13625"
"943","72714"
"944","65679"
"945","83336"
"946","92311"
"946","54049"
"947","93429"
"948","31004"
"948","91643"
"949","35309"
"949","8965"
"950","68719"
"951","94194"
"951","71258"
"952","25928"
"952","37773"
"953","108511"
"953","84537"
"954","49310"
"955","58129"
"956","3141"
"956","90114"
"957","8161"
"958","87559"
"958","46403"
"959","70996"
"959","99179"
"960","45203"
"961","55928"
"962","45461"
"963","100885"
"964","28280"
"964","59317"
"965","33745"
"966","12951"
"966","91647"
"967","11998"
"968","83818"
"968","101362"
"969","1252"
"969","46008"
"970","18764"
"970","43318"
"971","89974"
"971","78739"
"972","6912"
"972","76564"
"973","49553"
"973","1066"
"974","45820"
"974","62658"
"975","107058"
"975","46574"
"976","81495"
"976","108039"
"977","97604"
"978","13290"
"978","71219"
"979","80000"
"980","70598"
"981","73345"
"981","61135"
"982","10666"
"983","68802"
"983","92885"
"984","59721"
"985","15667"
"986","55831"
"987","5456"
"987","48875"
"988","35221"
"988","48706"
"989","108508"
"989","33934"
"990","18620"
"991","45326"
"991","14213"
"992","30334"
"992","65881"
"993","56957"
"993","63622"
"994","39396"
"995","29065"
"996","86607"
"996","75510"
"997","732"
"998","64901"
"999","60109"
"999","54574"
"1000","93390"
"1000","77401"
"1001","53698"
"1002","90675"
"1003","76727"
"1004","105255"
"1004","64198"
"1005","16794"
"1006","13496"
"1007","18008"
"1008","65945"
"1008","84464"
"1009","101216"
"1010","71979"
"1010","21942"
"1011","49134"
"1012","20122"
"1013","16735"
"1013","13930"
"1014","2604"
"1014","83182"
"1015","99059"
"1016","8473"
"1017","68985"
"1018","3274"
"1019","11726"
"1019","18803"
"1020","20499"
"1020","25061"
"1021","8648"
"1021","27383"
"1022","78400"
"1022","16252"
"1023","3865"
"1024","83936"
"1024","54249"
"1025","46845"
"1026","95051"
"1027","65653"
"1028","86860"
"1028","11152"
"1029","50494"
"1029","36611"
"1030","28841"
"1031","33670"
"1032","100348"
"1033","108055"
"1034","82508"
"1035","73672"
"1036","108592"
"1037","99349"
"1038","46234"
"1038","26424"
"1039","68792"
"1039","106606"
"1040","102468"
"1040","16368"
"1041","45525"
"1042","60354"
"1043","36632"
"1044","40109"
"1045","107863"
"1045","37258"
"1046","20470"
"1046","77535"
"1047","25838"
"1047","105621"
"1048","105772"
"1049","71638"
"1049","93972"
"1050","96295"
"1051","57113"
"1051","73178"
"1052","33270"
"1052","36062"
"1053","90017"
"1054","46143"
"1054","24888"
"1055","53812"
"1055","34439"
"1056","96698"
"1056","94016"
"1057","19771"
"1057","11631"
"1058","70585"
"1058","11282"
"1059","54639"
"1059","17281"
"1060","2308"
"1061","108598"
"1062","14190"
"1063","11931"
"1063","67798"
"1064","61003"
"1065","38950"
"1066","106848"
"1067","7357"
"1067","20035"
"1068","19644"
"1069","52841"
"1070","25483"
"1070","66484"
"1071","54257"
"1071","38006"
"1072","1881"
"1072","5582"
"1073","96687"
"1074","76903"
"1074","36441"
"1075","48411"
"1075","29807"
"1076","39950"
"1076","19135"
"1077","32253"
"1078","42837"
"1079","25986"
"1080","93222"
"1080","21702"
"1081","10049"
"1081","55840"
"1082","86887"
"1082","16417"
"1083","26055"
"1083","54850"
"1084","29290"
"1084","54653"
"1085","96669"
"1085","65650"
"1086","106550"
"1087","25730"
"1088","12898"
"1088","71400"
"1089","41301"
"1089","94044"
"1090","48437"
"1090","18495"
"1091","68584"
"1091","11465"
"1092","108385"
"1092","45425"
"1093","5716"
"1094","20526"
"1095","25164"
"1096","17079"
"1096","51699"
"1097","83561"
"1097","94318"
"1098","49948"
"1098","58014"
"1099","74017"
"1099","103498"
"1100","50207"
"1101","36075"
"1101","51225"
"1102","38830"
"1102","22471"
"1103","87453"
"1104","7633"
"1104","39688"
"1105","17316"
"1106","109892"
"1106","71553"
"1107","21765"
"1108","67235"
"1108","17519"
"1109","87828"
"1109","32136"
"1110","32787"
"1111","5870"
"1111","83949"
"1112","28400"
"1112","2228"
"1113","4160"
"1113","53470"
"1114","105625"
"1114","72599"
"1115","7545"
"1116","108327"
"1117","67853"
"1117","2029"
"1118","54164"
"1118","88368"
"1119","102749"
"1120","63133"
"1121","92430"
"1121","11541"
"1122","57873"
"1122","52080"
"1123","65386"
"1124","11193"
"1124","59746"
"1125","37381"
"1125","98910"
"1126","69243"
"1126","91752"
"1127","58658"
"1127","51299"
"1128","71816"
"1129","47377"
"1130","79136"
"1131","82062"
"1132","74701"
"1132","47014"
"1133","48350"
"1133","106003"
"1134","75216"
"1135","66239"
"1135","47719"
"1136","108697"
"1136","37349"
"1137","11735"
"1137","72331"
"1138","5903"
"1138","71607"
"1139","9157"
"1140","58713"
"1140","97425"
"1141","32071"
"1141","44033"
"1142","101965"
"1143","50535"
"1144","43709"
"1145","530"
"1146","99731"
"1147","109322"
"1147","74646"
"1148","93793"
"1149","93724"
"1150","64976"
"1150","65946"
"1151","39802"
"1152","80480"
"1153","106528"
"1154","90019"
"1155","44534"
"1156","51824"
"1157","21274"
"1158","2455"
"1158","34522"
"1159","101028"
"1159","17577"
"1160","89569"
"1161","54453"
"1162","55128"
"1163","3486"
"1163","100312"
"1164","71149"
"1164","76300"
"1165","94964"
"1166","83429"
"1166","88288"
"1167","58258"
"1168","48522"
"1168","90094"
"1169","72383"
"1170","66597"
"1171","79429"
"1171","85588"
"1172","94228"
"1173","19077"
"1173","83348"
"1174","34699"
"1175","64001"
"1176","9165"
"1177","38473"
"1178","77340"
"1178","87557"
"1179","108912"
"1180","41192"
"1181","105025"
"1181","5194"
"1182","3506"
"1183","60392"
"1184","99234"
"1185","11218"
"1186","57628"
"1187","102884"
"1188","99817"
"1188","64195"
"1189","59402"
"1190","20275"
"1190","46117"
"1191","61141"
"1191","17949"
"1192","61310"
"1192","85409"
"1193","80677"
"1194","32245"
"1195","51169"
"1195","104661"
"1196","25147"
"1196","81991"
"1197","91997"
"1198","100441"
"1198","35218"
"1199","88324"
"1200","28403"
"1200","78561"
"1201","53385"
"1202","1002"
"1203","80080"
"1204","93028"
"1204","108752"
"1205","67470"
"1205","91994"
"1206","50775"
"1207","59171"
"1207","58212"
"1208","61268"
"1209","88759"
"1210","2675"
"1211","45384"
"1211","16638"
"1212","98091"
"1213","26032"
"1213","72908"
"1214","82517"
"1214","18719"
"1215","91527"
"1216","32023"
"1217","94349"
"1218","35919"
"1218","16078"
"1219","38562"
"1219","5163"
"1220","52980"
"1221","25593"
"1222","103846"
"1223","71902"
"1224","16021"
"1224","85937"
"1225","13731"
"1226","24115"
"1226","31162"
"1227","26533"
"1228","95537"
"1229","70050"
"1230","14657"
"1230","70815"
"1231","103135"
"1231","42136"
"1232","14701"
"1232","58658"
"1233","106432"
"1233","71147"
"1234","107972"
"1235","30880"
"1235","106341"
"1236","44245"
"1237","64558"
"1238","78438"
"1238","45732"
"1239","109850"
"1239","33282"
"1240","22335"
"1240","17413"
"1241","106548"
"1241","67482"
"1242","66962"
"1242","84478"
"1243","33613"
"1243","9069"
"1244","63961"
"1244","56173"
"1245","1429"
"1246","92383"
"1247","106392"
"1247","12995"
"1248","69920"
"1248","98024"
"1249","61495"
"1249","96880"
"1250","16969"
"1250","43560"
"1251","83219"
"1251","35925"
"1252","31265"
"1252","44828"
"1253","41866"
"1253","31597"
"1254","33683"
"1255","14817"
"1255","108948"
"1256","2758"
"1257","47580"
"1258","95197"
"1258","94359"
"1259","10325"
"1260","27958"
"1261","79357"
"1262","51717"
"1263","6685"
"1264","90269"
"1264","47444"
"1265","81519"
"1265","5256"
"1266","1031"
"1266","58866"
"1267","53494"
"1267","99254"
"1268","66433"
"1269","2082"
"1269","36103"
"1270","44698"
"1270","50772"
"1271","89444"
"1271","5334"
"1272","106471"
"1272","65091"
"1273","93784"
"1273","47617"
"1274","55550"
"1274","36098"
"1275","85750"
"1275","30967"
"1276","4976"
"1276","36592"
"1277","66315"
"1278","73869"
"1278","11996"
"1279","23860"
"1279","5617"
"1280","65170"
"1280","84992"
"1281","26200"
"1282","90605"
"1283","68082"
"1283","64793"
"1284","1083"
"1284","88928"
