"BookID","AuthorID"
"831","60773"
"832","49835"
"833","104051"
"833","1760"
"834","36388"
"834","78011"
"834","96773"
"835","89754"
"835","60860"
"836","1160"
"836","7046"
"837","49933"
"838","10543"
"838","4054"
"839","20144"
"840","91551"
"840","19669"
"840","81399"
"841","19186"
"841","109656"
"842","33630"
"842","19365"
"843","98270"
"844","7521"
"844","32848"
"845","98273"
"846","81590"
"846","89983"
"846","17235"
"847","20837"
"848","25701"
"848","43575"
"848","19062"
"849","7174"
"849","4161"
"850","17956"
"850","32550"
"850","67928"
"851","79547"
"851","94407"
"851","37119"
"852","60913"
"852","81104"
"853","51912"
"854","1359"
"854","19975"
"855","73555"
"855","68209"
"856","102925"
"856","8841"
"856","23389"
"857","28650"
"858","17899"
"859","98092"
"860","94452"
"861","77907"
"862","62055"
"863","42240"
"863","51453"
"864","16518"
"864","8837"
"864","78892"
"865","100113"
"865","259"
"865","3407"
"866","1807"
"867","63853"
"867","95797"
"868","31595"
"869","7336"
"870","43840"
"870","28271"
"870","20833"
"871","99728"
"871","67644"
"871","40432"
"872","60049"
"872","18275"
"872","10548"
"873","49586"
"873","24017"
"874","14843"
"874","61105"
"875","107413"
"875","81355"
"875","71835"
"876","55096"
"876","23393"
"876","95751"
"877","75961"
"878","27383"
"879","6747"
"879","1739"
"879","44261"
"880","3696"
"880","62246"
"881","21003"
"881","29392"
"882","27836"
"882","21741"
"883","106657"
"883","86179"
"884","69606"
"884","29435"
"884","27928"
"885","40947"
"886","96332"
"886","45210"
"887","42560"
"888","17759"
"888","14344"
"889","101712"
"889","81241"
"889","31469"
"890","74897"
"891","9223"
"891","247"
"892","77506"
"892","3872"
"893","40961"
"893","10518"
"893","75672"
"894","101912"
"894","93871"
"895","761"
"896","54013"
"896","26832"
"897","60559"
"897","51314"
"897","91978"
"898","104802"
"898","19763"
"899","90369"
"900","27524"
"900","91997"
"901","36152"
"901","10731"
"901","34245"
"902","105217"
"902","6678"
"903","102669"
"904","29742"
"905","83132"
"906","93054"
"906","69201"
"906","84937"
"907","25698"
"907","65565"
"908","53064"
"908","67405"
"909","67875"
"909","57440"
"910","22388"
"910","20852"
"911","46691"
"911","13149"
"911","22388"
"912","73191"
"912","27195"
"913","24805"
"914","13408"
"914","83764"
"914","1285"
"915","99336"
"916","9761"
"916","58716"
"917","34726"
"918","106994"
"918","20390"
"918","95518"
"919","68745"
"919","53809"
"919","50698"
"920","100692"
"921","78165"
"922","9726"
"922","107502"
"922","108406"
"923","43107"
"924","31895"
"924","109087"
"924","80782"
"925","5565"
"925","21086"
"926","21038"
"927","79883"
"927","2695"
"927","10001"
"928","13006"
"928","78998"
"928","91616"
"929","48920"
"929","45648"
"929","75392"
"930","78540"
"930","1752"
"930","72650"
"931","60065"
"931","1455"
"931","86647"
"932","16681"
"932","11971"
"933","39026"
"934","64834"
"934","19992"
"935","15110"
"936","51395"
"937","30345"
"937","73268"
"938","27596"
"938","50961"
"938","85286"
"939","81445"
"939","13688"
"939","64241"
"940","103366"
"941","51405"
"941","90601"
"941","67022"
"942","45822"
"942","57648"
"942","59932"
"943","77819"
"943","76472"
"944","61878"
"944","65182"
"944","41977"
"945","3477"
"945","11844"
"946","74096"
"946","58167"
"946","57968"
"947","93422"
"948","14111"
"949","107682"
"949","56779"
"949","49446"
"950","3256"
"950","22854"
"950","34991"
"951","10803"
"952","30360"
"953","48229"
"953","33793"
"954","1981"
"955","52621"
"955","95500"
"956","9130"
"957","35936"
"957","49462"
"957","47818"
"958","102285"
"958","64782"
"959","20411"
"959","25365"
"959","49373"
"960","66129"
"960","27670"
"961","21301"
"961","47318"
"962","46814"
"962","94684"
"962","84984"
"963","65775"
"963","1740"
"964","103604"
"964","22121"
"965","8221"
"965","22317"
"966","97988"
"967","98863"
"968","30078"
"968","21316"
"969","61699"
"969","77399"
"970","73206"
"970","71621"
"971","106801"
"972","65420"
"973","8937"
"973","87789"
"974","78087"
"974","82354"
"974","26162"
"975","96481"
"976","98665"
"977","55222"
"977","18168"
"978","58191"
"978","41978"
"979","101768"
"979","7087"
"979","91315"
"980","103289"
"980","45395"
"980","88526"
"981","104552"
"982","7365"
"982","34859"
"983","77812"
"983","7363"
"984","89354"
"985","4217"
"985","17494"
"986","80503"
"987","6960"
"987","19804"
"987","1145"
"988","106446"
"988","75804"
"989","59190"
"990","87476"
"990","62319"
"991","58595"
"991","56119"
